タイムスタンプ,受付,国籍※国籍が分かる場合「その他」に国名を記入,時間帯,目的,人数,性別,年齢,問い合わせ内容,Komatsu九館内の案内,交通,目的地※主な所を一ヶ所,周辺店舗、飲食店※複数可,観光案内,パンフレットお渡し,物産,宿泊,イベント,その他（落とし物、ATM、公衆電話、授乳室など）,問い合わせ内容/回答
2025/04/19,窓口,1.日本,13時台,市民利用,個人,男性,60代以上,物産,,,,,,,お菓子,,,,栗蒸し羊羹
2025/04/19,窓口,1.日本,13時台,観光,個人,男性,60代以上,交通,,バス,鳥越城跡,,,,,,,,
2025/04/20,窓口,1.日本,08時台,市民利用,個人,女性,60代以上,Komatsu九館内,コワーキングエリア,,,,,,,,,,
2025/04/20,窓口,3.欧米,09時台,観光,個人,男性,40代から50代,観光案内,,,,,那谷寺,お渡しなし,,,,,バスを案内しましたが待ち時間が長いとのことでタクシー案内しました。(林)
2025/04/20,電話,1.日本,10時台,市民利用,個人,男性,60代以上,周辺店舗、飲食店,,,,周辺の旅行会社,,,,,,,
2025/04/20,電話,1.日本,10時台,市民利用,個人,男性,60代以上,交通,,自家用車,東尋坊,,,,,,,,東尋坊までの所要時間のお問い合わせ。50分から1時間ほどとご案内しました（田中）
2025/04/20,窓口,3.欧米,09時台,観光,2〜5人,男女,60代以上,交通,,タクシー,那谷寺,,,,,,,,那谷寺までタクシーでどのくらいかとのお問い合わせ。35分ほど。5000円ほどかかるとご案内しました。（田中）
2025/04/20,窓口,1.日本,12時台,ビジネス,個人,男性,60代以上,小松市上小松はどこかのお問い合わせ,小松市上小松はどこかのお問い合わせ,,,,,,,,,,小松市上小松はどこかのお問い合わせ、タクシーをご利用だったので乗り場を案内しました(大音)
2025/04/20,窓口,3.欧米,12時台,観光,個人,男女,60代以上,周辺店舗、飲食店,,,,不明,,,,,,,インバウンドの方、タブレットを使いお問い合わせは駅周辺にの地図はあるかとのいう事で、見て歩きマップをお渡ししました(大音)
2025/04/20,窓口,1.日本,12時台,観光,個人,女性,40代から50代,石川県立九谷焼美術館の英語のパンフレットが欲しい。,石川県立九谷焼美術館の英語のパンフレットが欲しい。,,,,,,,,,,石川県立九谷焼美術館の英語のパンフレットが欲しいとお問い合わせ、無かったので渡せませんでした。(林)
2025/04/20,窓口,1.日本,15時台,市民利用,個人,男性,60代以上,Komatsu九館内,UNICOFFEE,,,,,,,,,,
2025/04/20,電話,1.日本,15時台,観光,個人,女性,60代以上,観光案内,,,,,"日本自動車博物館, こまつの杜",お渡しなし,,,,,埼玉県からお孫さんと自動車博物館に行くとの事でルートのお問い合わせ。加賀温泉駅からキャンバスに乗るルートとタクシーをご案内。こまつの杜もご案内しました（田中）
2025/04/21,窓口,1.日本,08時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/21,窓口,1.日本,10時台,観光,個人,男性,40代から50代,交通,,バス,那谷寺,,,,,,,,那谷寺に行くバス時間のお問い合わせ、時刻表をお渡しバス乗り場を案内しました(大音)
2025/04/21,窓口,2.アジア,10時台,観光,2〜5人,男女,40代から50代,観光案内,,,,,"日本自動車博物館, 駅周辺",見て歩きマップ,,,,,自動車博物館に行きたいがのお問い合わせで遠いことがわかって自転車で駅周辺を散策したいという事で見て歩きマップをお渡ししました（大音)
2025/04/21,窓口,1.日本,10時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/22,窓口,1.日本,10時台,観光,個人,女性,60代以上,観光案内,,,,,多田神社,見て歩きマップ,,,,,多田神社までの道順と小松駅から粟津線の時刻をご案内(見付)
2025/04/22,窓口,1.日本,14時台,観光,個人,女性,60代以上,観光案内,,,,,那谷寺,見て歩きマップ,,,,,那谷寺までのバスやタクシーでの所要時間のご案内、思ったよりも時間がかかるとの事で周辺みよっさ、錦窯展示館をご案内(見付)
2025/04/23,窓口,2.アジア,09時台,観光,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2025/04/23,窓口,1.日本,10時台,ビジネス,2〜5人,男性,40代から50代,周辺店舗、飲食店,,,,ランチ,,,,,,,10時半頃のお問い合わせでこの時間帯で食事が出来るところをお探しで、つるっとさんご案内(見付)
2025/04/23,窓口,1.日本,13時台,市民利用,個人,女性,40代から50代,交通,,バス,小松市以外（福井、金沢ほか県外）,,,,,,,,粟生小学校までバスでのご案内(見付)
2025/04/23,窓口,1.日本,13時台,観光,個人,男性,40代から50代,観光案内,,,,,"航空プラザ, こまつの杜",個別のパンフレット,,,,,今からこまつの杜をみて歩く時間があるか。明日は航空プラザに行きたい。との事で、パンフレットをお渡ししました。(林)
2025/04/23,窓口,1.日本,17時台,ビジネス,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/24,窓口,1.日本,08時台,観光,2〜5人,男女,60代以上,観光案内,,,,,安宅住吉神社、安宅の関,見て歩きマップ,,,,,安宅の関に行くバス時刻のお問い合わせ、時刻表とパンフレットをお渡ししました(大音)
2025/04/24,窓口,2.アジア,09時台,観光,個人,男性,20代から30代,シェアサイクル,シェアサイクル,,,,,,,,,,シェアサイクルを利用したいとお問い合わせ、連絡先がない為、ご利用出来ず(大音)
2025/04/24,窓口,1.日本,09時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,松葉屋,,,,,,,松葉屋に行きたいとお問い合わせ、案内しました(大音)
2025/04/24,窓口,1.日本,13時台,ビジネス,個人,男性,40代から50代,交通,,バス,今江町へ行きたい,,,,,,,,バスの時刻表をみて案内しましたが、待ち時間が長いためタクシーも案内しました（林）
2025/04/24,窓口,1.日本,16時台,観光,個人,男性,40代から50代,交通,,バス,福井駅,,,,,,,,小松空港から福井駅までのバス時刻のお問い合わせ。お調べし時刻表をお渡し（田中）
2025/04/25,窓口,1.日本,12時台,ビジネス,2〜5人,男性,40代から50代,駐車場,駐車場,,,,,,,,,,大型バスの駐車場のお問い合わせ、サイエンスヒルズの方ご案内と電話番号をお伝えしました(見付)
2025/04/25,窓口,1.日本,13時台,観光,個人,男性,40代から50代,イオンモール、やわたメディカルセンターへ行きたい,バスに案内,,,,,,,,,,時刻表を渡して乗り場案内しました（林）
2025/04/25,窓口,1.日本,13時台,観光,個人,男性,20代から30代,携帯充電器の置いてある場所を聞かれました,充電器の場所を案内(林),,,,,,,,,,
2025/04/25,窓口,1.日本,18時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/26,窓口,1.日本,10時台,観光,個人,女性,40代から50代,観光案内,,,,,"安宅住吉神社、安宅の関, 鳥越城","見て歩きマップ, 個別のパンフレット",,,,,鳥越城に行きたいとのお問い合わせ。麦口線をご案内したがなかなかアクセスが悪いとのことで安宅の関に行く事になった。お城が好きとの事だったので芦城公園もご案内しました。（田中）
2025/04/26,電話,1.日本,10時台,観光,個人,男性,20代から30代,物産,,,,,,,ポムポムプリングッズ,,,,駅周辺のポムポムプリンのグッズや見て回れる箇所のお問い合わせ。空駅、土産店、あずまやなどをご案内しました（田中）
2025/04/26,窓口,1.日本,10時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/26,窓口,1.日本,10時台,観光,個人,女性,40代から50代,交通,,バス,小松空港,,,,,,,,
2025/04/26,窓口,1.日本,12時台,観光,個人,男性,20代から30代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/26,窓口,1.日本,15時台,観光,2〜5人,男女,40代から50代,観光案内,,,,,みよっさ,"見て歩きマップ, 個別のパンフレット",,,,,近くで見るところはあるかとのお問い合わせ。みよっさをご案内（田中）
2025/04/26,窓口,1.日本,17時台,観光,個人,女性,40代から50代,周辺店舗、飲食店,,,,温泉,,,,,,,小松駅周辺に温泉はあるかとのお問い合わせ。あまり時間が無いとの事だったのでさくら湯をご案内。（田中）
2025/04/27,窓口,1.日本,09時台,観光,個人,女性,40代から50代,交通,,バス,安宅住吉神社、勧進帳ものがたり館,,,,,,,,安宅の関に行かれる方、帰りのバスの時間をご案内(見付)
2025/04/27,窓口,2.アジア,10時台,観光,2〜5人,男女,40代から50代,交通,,バス,イオンモール,,,,,,,,
2025/04/27,窓口,1.日本,10時台,観光,個人,男性,60代以上,交通,,バス,那谷寺,,,,,,,,那谷寺と安宅の関までのご案内( 見付)
2025/04/27,窓口,1.日本,13時台,観光,個人,男性,60代以上,観光案内,,,,,苔の里,個別のパンフレット,,,,,苔里に行くバスのお問い合わせ、タクシーを案内を案内しました(田中)
2025/04/27,窓口,1.日本,11時台,市民利用,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/27,窓口,1.日本,12時台,観光,個人,女性,20代から30代,交通,,バス,セラボ,,,,,,,,セラボまで行かれる方、循環バスかイオンモールのシャトルバスと徒歩でのご案内(見付)
2025/04/27,窓口,1.日本,18時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/27,窓口,1.日本,18時台,観光,個人,男女,20代から30代,周辺店舗、飲食店,,,,空の駅,,,,,,,空の駅の営業時間のお問い合わせ
2025/04/28,窓口,1.日本,12時台,観光,個人,男性,40代から50代,交通,,バス,加賀温泉駅,,,,,,,,
2025/04/28,窓口,1.日本,11時台,観光,個人,男性,40代から50代,物産,,,,,,,お菓子,,,,栗むし羊羹のお問い合わせ。セブンイレブンとカブーレをご案内（田中）
2025/04/28,電話,1.日本,14時台,観光,個人,女性,60代以上,観光案内,,,,,"日本自動車博物館, 花嫁のれん館（七尾）",お渡しなし,,,,,加賀温泉駅から自動車博物館までアクセスのお問い合わせ→キャンバスをご案内。また七尾の花嫁のれん館へのアクセスのお問い合わせ。金沢駅から特急かがり火で50分ほどとご案内しました（田中）
2025/04/28,窓口,1.日本,18時台,観光,個人,男性,40代から50代,周辺店舗、飲食店,,,,近くを散策、夕食のお問い合わせ,,,,,,,1人でサッと入れるお店、近隣を散策したいとお問い合わせ、安宅の関の夕焼けをおすすめし夕食は勝っちゃんをおすすめしました、明日は敦賀に行くそうなので福井のマップなどをお渡ししました(大音)
2025/04/29,窓口,1.日本,09時台,観光,個人,女性,60代以上,交通,,電車とバス,九谷焼美術館,,,,,,,,能美根上駅からバスでのご案内(見付)
2025/04/29,窓口,2.アジア,09時台,観光,個人,女性,20代から30代,交通,,バス,小松空港,,,,,,,,
2025/04/30,窓口,1.日本,10時台,観光,個人,男性,40代から50代,Komatsu九館内,アルバのカレー,,,,,,,,,,場所を案内しました（林）
2025/04/30,窓口,1.日本,14時台,観光,2〜5人,男女,40代から50代,交通,,バス,小松空港,,,,,,,,空港行のバスチケットを販売しているか？バス内でお買い求めくださいとご案内しました（田中）
2025/04/30,窓口,1.日本,15時台,観光,個人,女性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/04/30,窓口,1.日本,15時台,観光,2〜5人,女性,60代以上,Komatsu九館内,UNICOFFEE,,,,,,,,,,
2025/05/01,電話,1.日本,10時台,観光,10人以上,女性,60代以上,観光案内,,,,,滝ヶ原の石切場,お渡しなし,,,,,7/10に30名程で滝ヶ原の石切場に行きたいがガイドはあるかのお問い合わせ、ホームページからの予約を案内しました（大音)
2025/05/01,窓口,1.日本,14時台,観光,個人,女性,40代から50代,交通,,バス,イオンモール,,,,,,,,イオンモールのバス停のお問い合わせ、時刻表をお渡ししました（倉本)
2025/05/01,窓口,2.アジア,14時台,観光,2〜5人,男女,20代から30代,末広テニスコートノー予約,末広テニスコートの予約方法,,,,,,,,,,予約は、受け付けしておりません。先着順となってます。お伝えしました。(林)
2025/05/01,窓口,1.日本,18時台,観光,個人,女性,20代から30代,交通,,バス,小松空港,,,,,,,,
2025/05/02,窓口,1.日本,08時台,観光,個人,女性,40代から50代,観光案内,,,,,"那谷寺, 苔の里","個別のパンフレット, バス時刻表",,,,,苔の里まで行きたいとの事。その後那谷寺と安宅の関も行きたいとの事だった為、タクシーをご案内しそれぞれのバス時刻表をお渡ししました。また電話番号の一覧をお渡ししました（田中）
2025/05/02,窓口,1.日本,10時台,市民利用,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,栗蒸し羊羹
2025/05/02,窓口,1.日本,09時台,市民利用,個人,女性,60代以上,交通,,バス,小松空港,,,,,,,,
2025/05/02,窓口,1.日本,08時台,観光,個人,女性,40代から50代,物産,,,,,,,お菓子,,,,小松土産店の売れ筋のお菓子。芋掘り長者や明月堂のバウムクーヘンなどをご案内しました（田中）
2025/05/02,窓口,1.日本,11時台,市民利用,個人,男性,40代から50代,Komatsu九館内,お手洗い,,,,,,,,,,
2025/05/02,窓口,1.日本,15時台,観光,個人,女性,40代から50代,観光案内,,,,,那谷寺,お渡しなし,,,,,7月に那谷寺に行き山代温泉に行く方法のお問い合わせ、バスで小松駅、加賀温泉駅、タクシーの場合の案内をしました（大音)
2025/05/02,電話,1.日本,15時台,観光,個人,女性,40代から50代,観光案内,,,,,那谷寺,お渡しなし,,,,,那谷寺までのバスのお問い合わせ。粟津線をご案内しました（田中）
